mom_wins,top_k,rebal_n,abs_thresh,ma_win,trail_stop,start,end,calmar,ann,mdd,sharpe,total,years,dist
"(60, 120)",1,10,0.0,20,0.1,2025-01-01,2025-12-31,2.294668904907464,0.3586312532487621,0.1562888887724848,1.2351420688701256,0.3569258070608383,0.9959016393442623,3.505331095092536
"(60, 120)",1,10,0.03,20,0.1,2025-01-01,2025-12-31,2.294668904907464,0.3586312532487621,0.1562888887724848,1.2351420688701256,0.3569258070608383,0.9959016393442623,3.505331095092536
"(60, 120)",1,20,0.0,20,0.1,2025-01-01,2026-01-31,2.2895248092694422,0.3737239131179877,0.16323208711472237,1.31325918624284,0.4081130741372563,1.0778688524590163,3.5104751907305576
"(60, 120)",1,20,0.0,60,0.1,2025-01-01,2026-01-31,2.2895248092694422,0.3737239131179877,0.16323208711472237,1.31325918624284,0.4081130741372563,1.0778688524590163,3.5104751907305576
"(60, 120)",1,20,0.03,20,0.1,2025-01-01,2026-01-31,2.2895248092694422,0.3737239131179877,0.16323208711472237,1.31325918624284,0.4081130741372563,1.0778688524590163,3.5104751907305576
"(60, 120)",1,20,0.03,60,0.1,2025-01-01,2026-01-31,2.2895248092694422,0.3737239131179877,0.16323208711472237,1.31325918624284,0.4081130741372563,1.0778688524590163,3.5104751907305576
"(20, 60)",1,20,0.0,20,0.1,2024-12-01,2026-01-31,2.1901580915309227,0.35750407639178916,0.16323208711472215,1.3693518151420663,0.42904533473634276,1.1680327868852458,3.609841908469077
"(20, 60)",1,20,0.0,60,0.1,2024-12-01,2026-01-31,2.1901580915309227,0.35750407639178916,0.16323208711472215,1.3693518151420663,0.42904533473634276,1.1680327868852458,3.609841908469077
"(20, 60)",1,20,0.03,20,0.1,2024-12-01,2026-01-31,2.1901580915309227,0.35750407639178916,0.16323208711472215,1.3693518151420663,0.42904533473634276,1.1680327868852458,3.609841908469077
"(20, 60)",1,20,0.03,60,0.1,2024-12-01,2026-01-31,2.1901580915309227,0.35750407639178916,0.16323208711472215,1.3693518151420663,0.42904533473634276,1.1680327868852458,3.609841908469077
"(20, 60)",1,20,0.0,20,0.08,2024-10-01,2026-01-31,2.163511266037008,0.3100444723366693,0.14330615107199807,1.1381693056280675,0.4313323202716859,1.3278688524590163,3.6364887339629917
"(20, 60)",1,20,0.03,20,0.08,2024-10-01,2026-01-31,2.163511266037008,0.3100444723366693,0.14330615107199807,1.1381693056280675,0.4313323202716859,1.3278688524590163,3.6364887339629917
"(60,)",1,10,0.0,20,0.08,2025-01-01,2026-01-31,2.149662395035159,0.34909866302608816,0.1623969716511594,1.2829598110065867,0.38092491873638146,1.0778688524590163,3.650337604964841
"(60,)",1,10,0.03,20,0.08,2025-01-01,2026-01-31,2.149662395035159,0.34909866302608816,0.1623969716511594,1.2829598110065867,0.38092491873638146,1.0778688524590163,3.650337604964841
"(60, 120)",1,10,0.0,20,0.1,2024-10-01,2026-01-31,2.1288745737815544,0.3483509864326515,0.16363152189556662,1.203829351696952,0.48717235527076563,1.3278688524590163,3.6711254262184454
"(60, 120)",1,10,0.03,20,0.1,2024-10-01,2026-01-31,2.1288745737815544,0.3483509864326515,0.16363152189556662,1.203829351696952,0.48717235527076563,1.3278688524590163,3.6711254262184454
